Beginn	BE	Cap	B-BEGIN
letztlich	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
dieArme	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Populisten	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
liegt	PAR	NoCap	I-PARAGRAPH
daran	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Kanzlerin	PAR	Cap	I-PARAGRAPH
seit	PAR	NoCap	I-PARAGRAPH
Jahren	TIME	Cap	B-TIME
versäumt	PAR	NoCap	B-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
guten	PAR	NoCap	I-PARAGRAPH
Argumente	PAR	Cap	I-PARAGRAPH
fürgemeinsames	PAR	NoCap	I-PARAGRAPH
europäisches	PAR	NoCap	I-PARAGRAPH
Handeln	PAR	Cap	I-PARAGRAPH
stark	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
mutig	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
vertreten	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Auch	PAR	Cap	B-PARAGRAPH
deswegen	PAR	NoCap	I-PARAGRAPH
glaubt	PAR	NoCap	I-PARAGRAPH
man	PAR	NoCap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
es	PAR	NoCap	B-PARAGRAPH
gebe	PAR	NoCap	I-PARAGRAPH
einfache	PAR	NoCap	I-PARAGRAPH
Argumente	PAR	Cap	I-PARAGRAPH
gegen	PAR	NoCap	I-PARAGRAPH
pro-europäisches	PAR	NoCap	I-PARAGRAPH
Interesse	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Deutscher	PAR	Cap	B-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Wahlperiode	PAR	Cap	B-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
9	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Sitzung	PAR	Cap	B-PARAGRAPH
.	DOT	NoCap	B-DOT
Berlin	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Freitag	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
den	PAR	NoCap	B-PARAGRAPH
17	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Januar	PAR	Cap	B-PARAGRAPH
2014	NUM	NoCap	B-NUMBER
509	NUM	NoCap	I-NUMBER

Manuel	NAME	Cap	B-NAME
Sarrazin	NAME	Cap	I-NAME

(	BBRACKET	NoCap	B-BBRACKET
A	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET
(	BBRACKET	NoCap	B-BBRACKET
C	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

(	BBRACKET	NoCap	B-BBRACKET
D	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET
(	BBRACKET	NoCap	B-BBRACKET
B	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

Die	PAR	Cap	B-PARAGRAPH
Regierung	PAR	Cap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
außerdem	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sozusagen	PAR	NoCap	B-PARAGRAPH
aus	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Machtinteresse	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Kanzleramts	PAR	Cap	I-PARAGRAPH
heraus	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
versucht	PAR	NoCap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
Prozesse	PAR	Cap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
steuern	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Thema	PAR	Cap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
parlamentarischen	PAR	NoCap	I-PARAGRAPH
Debatten	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
vor	PAR	NoCap	B-PARAGRAPH
allem	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Parlament	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
zum	PAR	NoCap	B-PARAGRAPH
Teil	PAR	Cap	I-PARAGRAPH
aber	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
entzogenwird;	PAR	NoCap	B-PARAGRAPH
gegen	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Unionsmethode	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
erfolgreich	PAR	NoCap	I-PARAGRAPH
gekämpft	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Man	PAR	Cap	B-PARAGRAPH
muss	PAR	NoCap	I-PARAGRAPH
konstatieren	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
insofern	PAR	NoCap	I-PARAGRAPH
schadet	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
als	PAR	NoCap	B-PARAGRAPH
dass	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Wichtigstenicht	PAR	Cap	I-PARAGRAPH
stattgefunden	PAR	NoCap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
nämlich	PAR	NoCap	B-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Menschen	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
zeigen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Über	PAR	Cap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
darf	PAR	NoCap	I-PARAGRAPH
man	PAR	NoCap	I-PARAGRAPH
streiten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
auch	PAR	NoCap	B-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
Pro-Europäer.	PAR	Cap	I-PARAGRAPH

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90/DIE	FRACT	Cap	I-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	EBRACKET	NoCap	B-EBRACKET

Nur	PAR	Cap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Auf	PAR	Cap	B-PARAGRAPH
Populismus	PAR	Cap	I-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
antworten	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Folgendes	PAR	Cap	B-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
besonders	PAR	NoCap	I-PARAGRAPH
an	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
CSU	PAR	Cap	I-PARAGRAPH
richten	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Wenn	PAR	Cap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
gegen	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Populismusvon	PAR	Cap	I-PARAGRAPH
Rechts	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Links	PAR	Cap	I-PARAGRAPH
vorgehen	PAR	NoCap	I-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dann	PAR	NoCap	B-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
klarmachen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Vorurteile	PAR	Cap	I-PARAGRAPH
gegenüber	PAR	NoCap	I-PARAGRAPH
einem	PAR	NoCap	I-PARAGRAPH
zentralistischen	PAR	NoCap	I-PARAGRAPH
Superstaat	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
einer	PAR	NoCap	B-PARAGRAPH
überbordendenDemokratie	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
allem	PAR	NoCap	I-PARAGRAPH
„Bösen“	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
das	PAR	NoCap	B-PARAGRAPH
immer	PAR	NoCap	I-PARAGRAPH
aus	PAR	NoCap	I-PARAGRAPH
Brüssel	PAR	Cap	I-PARAGRAPH
kommt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
nicht	PAR	NoCap	B-PARAGRAPH
stimmen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
und	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
beantworten	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
dürfen	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
selbst	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
dieser	PAR	NoCap	I-PARAGRAPH
Melodie	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Wahlkampf	PAR	Cap	I-PARAGRAPH
ziehen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90/DIE	FRACT	Cap	I-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
)	EBRACKET	NoCap	B-EBRACKET

Ich	PAR	Cap	B-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
Satz	PAR	Cap	I-PARAGRAPH
zur	PAR	NoCap	I-PARAGRAPH
Freizügigkeit	PAR	Cap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
glaube	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
unterschätzen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wie	PAR	NoCap	B-PARAGRAPH
wichtig	PAR	NoCap	I-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Narrativ	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Meiner	PAR	Cap	B-PARAGRAPH
Ansichtnach	PAR	Cap	I-PARAGRAPH
gehört	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Idee	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Freizügigkeit	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
auch	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Personenfreizügigkeit	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
zu	PAR	NoCap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
genauso	PAR	NoCap	B-PARAGRAPH
wie	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Lederhoseaus	PAR	Cap	I-PARAGRAPH
Ihrer	PAR	Cap	I-PARAGRAPH
Sicht	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
Bayern	PAR	Cap	I-PARAGRAPH
gehört	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90/DIE	FRACT	Cap	I-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
Bartholomäus	PAR	Cap	B-PARAGRAPH
Kalb	PAR	Cap	I-PARAGRAPH
[	PAR	NoCap	I-PARAGRAPH
CDU/CSU	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Ich	PAR	Cap	B-PARAGRAPH
habekeine	PAR	NoCap	I-PARAGRAPH
Lederhose	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Noch	PAR	Cap	B-PARAGRAPH
nie	PAR	NoCap	I-PARAGRAPH
getragen	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	EBRACKET	NoCap	B-EBRACKET

Ich	PAR	Cap	B-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
Beispiel	PAR	Cap	I-PARAGRAPH
nennen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Ich	PAR	Cap	B-PARAGRAPH
habe	PAR	NoCap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
einigen	PAR	NoCap	I-PARAGRAPH
Wochen	PAR	Cap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
junge	PAR	NoCap	I-PARAGRAPH
Ungarin	PAR	Cap	I-PARAGRAPH
getroffen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Sie	PAR	Cap	B-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
gesagt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sie	PAR	NoCap	B-PARAGRAPH
findet	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Narrativ	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
Frieden	PAR	Cap	I-PARAGRAPH
bedeutet	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
gut	PAR	NoCap	B-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
schön	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
aber	PAR	NoCap	B-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
hinreichend	PAR	NoCap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Alexander	NAME	Cap	B-NAME
Ulrich	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
DIE	FRACT	Cap	B-FRACTION
LINKE	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
doch	PAR	NoCap	I-PARAGRAPH
Populismus	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	EBRACKET	NoCap	B-EBRACKET

Denn	PAR	Cap	B-PARAGRAPH
ihr	PAR	NoCap	I-PARAGRAPH
persönliches	PAR	NoCap	I-PARAGRAPH
Narrativ	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
dank	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
heute	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Berlin	PAR	Cap	I-PARAGRAPH
leben	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
arbeiten	PAR	NoCap	I-PARAGRAPH
darf	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Dieses	PAR	Cap	B-PARAGRAPH
Narrativ	PAR	Cap	I-PARAGRAPH
dürfen	PAR	NoCap	I-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
infrage	PAR	NoCap	I-PARAGRAPH
stellen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
über	PAR	NoCap	I-PARAGRAPH
Freizügigkeit	PAR	Cap	I-PARAGRAPH
sprechen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90/DIE	FRACT	Cap	I-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
und	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
LINKEN	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
Bartholomäus	PAR	Cap	I-PARAGRAPH
Kalb	PAR	Cap	I-PARAGRAPH
[	PAR	NoCap	I-PARAGRAPH
CDU/CSU	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Esgibt	PAR	Cap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Bayern	PAR	Cap	I-PARAGRAPH
sehr	PAR	NoCap	I-PARAGRAPH
viele	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
sehr	PAR	NoCap	I-PARAGRAPH
gut	PAR	NoCap	I-PARAGRAPH
arbeiten	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Auch	PAR	Cap	B-PARAGRAPH
aus	PAR	NoCap	I-PARAGRAPH
Ungarn	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	EBRACKET	NoCap	B-EBRACKET

Sie	PAR	Cap	B-PARAGRAPH
wissen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
2014	NUM	NoCap	B-NUMBER
wird	PAR	NoCap	B-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
sehr	PAR	NoCap	I-PARAGRAPH
entscheidendes	PAR	NoCap	I-PARAGRAPH
Jahr	TIME	Cap	B-TIME
.	DOT	NoCap	B-DOT

Eines	PAR	Cap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
wichtigsten	PAR	NoCap	I-PARAGRAPH
Dossiers	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
das	PAR	NoCap	B-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
behandelt	PAR	NoCap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
betrifft	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Bankenunion	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
glaube	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wir	PAR	NoCap	B-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Phase	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
leicht	PAR	NoCap	I-PARAGRAPH
positiven	PAR	NoCap	I-PARAGRAPH
Entwicklung	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
gute	PAR	NoCap	I-PARAGRAPH
Argumente	PAR	Cap	I-PARAGRAPH
dafür	PAR	NoCap	I-PARAGRAPH
liefert	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
mehr	PAR	NoCap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
amEuro	PAR	NoCap	I-PARAGRAPH
festzuhalten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
jetzt	PAR	NoCap	B-PARAGRAPH
nutzen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
um	PAR	NoCap	B-PARAGRAPH
entschieden	PAR	NoCap	I-PARAGRAPH
gegen	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
sozialen	PAR	NoCap	I-PARAGRAPH
Verwerfungen	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Krise	PAR	Cap	I-PARAGRAPH
vorzugehen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
aber	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
tun	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
was	PAR	NoCap	B-PARAGRAPH
notwendig	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
um	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Stabilität	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Euro-Zone	PAR	Cap	I-PARAGRAPH
weiterhin	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
garantieren	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Man	PAR	Cap	B-PARAGRAPH
muss	PAR	NoCap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Verhandlungsstrategie	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Hinblick	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Dossier	PAR	Cap	I-PARAGRAPH
zur	PAR	NoCap	I-PARAGRAPH
Bankenunion	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
zum	PAR	NoCap	B-PARAGRAPH
Abwicklungsmechanismus	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Abwicklungsfonds	PAR	Cap	I-PARAGRAPH
meiner	PAR	NoCap	I-PARAGRAPH
Ansicht	PAR	Cap	I-PARAGRAPH
nach	PAR	NoCap	I-PARAGRAPH
genau	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Gegenteil	PAR	Cap	I-PARAGRAPH
davon	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Was	PAR	Cap	B-PARAGRAPH
Deutschland	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Brüssel	PAR	Cap	I-PARAGRAPH
verhandelt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sindkeine	PAR	NoCap	B-PARAGRAPH
starken	PAR	NoCap	I-PARAGRAPH
europäischen	PAR	NoCap	I-PARAGRAPH
Strukturen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
ermöglichen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
im	PAR	NoCap	B-PARAGRAPH
Krisenfall	PAR	Cap	I-PARAGRAPH
rasch	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
europäischen	PAR	NoCap	I-PARAGRAPH
Interessezu	PAR	Cap	I-PARAGRAPH
handeln	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
was	PAR	NoCap	B-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
verhandelt	PAR	NoCap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sind	PAR	NoCap	B-PARAGRAPH
unklare	PAR	NoCap	I-PARAGRAPH
Entscheidungsstrukturen	PAR	Cap	I-PARAGRAPH
:	COL	NoCap	B-COLON
100	NUM	NoCap	B-NUMBER
Personen	PAR	Cap	B-PARAGRAPH
sollen	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Falle	PAR	Cap	I-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
