Plenarprotokoll	PLE	Cap	B-PLENARYPRO
Wichtel	NAME	Cap	I-NAME

Annette	NAME	Cap	B-NAME
Widmann-Mauz	NAME	Cap	I-NAME

Heinz	NAME	Cap	B-NAME
Wiese	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Ehingen	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Klaus-Peter	NAME	Cap	B-NAME
Willsch	NAME	Cap	I-NAME

Elisabeth	PAR	Cap	B-PARAGRAPH
WinkelmeierBeckerOliver	PAR	Cap	I-PARAGRAPH
Wittke	PAR	Cap	I-PARAGRAPH

Dagmar	NAME	Cap	B-NAME
G.	NAME	Cap	I-NAME
Wöhrl	NAME	Cap	I-NAME

Barbara	NAME	Cap	B-NAME
Woltmann	NAME	Cap	I-NAME

Tobias	NAME	Cap	B-NAME
Zech	NAME	Cap	I-NAME

Heinrich	NAME	Cap	B-NAME
Zertik	NAME	Cap	I-NAME

Emmi	NAME	Cap	B-NAME
Zeulner	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Matthias	NAME	Cap	B-NAME
Zimmer	NAME	Cap	I-NAME

SPD	FRACT	Cap	B-FRACTION

Niels	NAME	Cap	B-NAME
Annen	NAME	Cap	I-NAME

Ingrid	NAME	Cap	B-NAME
Arndt-Brauer	NAME	Cap	I-NAME

Rainer	NAME	Cap	B-NAME
Arnold	NAME	Cap	I-NAME

Heike	NAME	Cap	B-NAME
Baehrens	NAME	Cap	I-NAME

Ulrike	NAME	Cap	B-NAME
Bahr	NAME	Cap	I-NAME

Heinz-Joachim	NAME	Cap	B-NAME
Barchmann	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Katarina	NAME	Cap	B-NAME
Barley	NAME	Cap	I-NAME

Doris	NAME	Cap	B-NAME
Barnett	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Hans-Peter	NAME	Cap	B-NAME
Bartels	NAME	Cap	I-NAME

Klaus	NAME	Cap	B-NAME
Barthel	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Matthias	NAME	Cap	B-NAME
Bartke	NAME	Cap	I-NAME

Sören	NAME	Cap	B-NAME
Bartol	NAME	Cap	I-NAME

Bärbel	NAME	Cap	B-NAME
Bas	NAME	Cap	I-NAME

Sabine	NAME	Cap	B-NAME
Bätzing-Lichtenthäler	NAME	Cap	I-NAME

Dirk	NAME	Cap	B-NAME
Becker	NAME	Cap	I-NAME

Uwe	NAME	Cap	B-NAME
Beckmeyer	NAME	Cap	I-NAME

Lothar	NAME	Cap	B-NAME
Binding	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Heidelberg	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Burkhard	NAME	Cap	B-NAME
Blienert	NAME	Cap	I-NAME

Willi	NAME	Cap	B-NAME
Brase	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Karl-Heinz	NAME	Cap	B-NAME
Brunner	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Lars	NAME	Cap	B-NAME
Castellucci	NAME	Cap	I-NAME

Petra	NAME	Cap	B-NAME
Crone	NAME	Cap	I-NAME

Bernhard	NAME	Cap	B-NAME
Daldrup	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Daniela	NAME	Cap	B-NAME
De	NAME	Cap	I-NAME
Ridder	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Karamba	NAME	Cap	B-NAME
Diaby	NAME	Cap	I-NAME

Sabine	NAME	Cap	B-NAME
Dittmar	NAME	Cap	I-NAME

Martin	NAME	Cap	B-NAME
Dörmann	NAME	Cap	I-NAME

Elvira	PAR	Cap	B-PARAGRAPH
Drobinski-Weiß	PAR	Cap	I-PARAGRAPH
Siegmund	NAME	Cap	B-NAME
Ehrmann	NAME	Cap	I-NAME

Michaela	NAME	Cap	B-NAME
Engelmeier-Heite	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
h.	NAME	NoCap	B-NAME
c.	NAME	NoCap	I-NAME
Gernot	NAME	Cap	I-NAME
Erler	NAME	Cap	I-NAME

Petra	NAME	Cap	B-NAME
Ernstberger	NAME	Cap	I-NAME

Saskia	NAME	Cap	B-NAME
Esken	NAME	Cap	I-NAME

Karin	NAME	Cap	B-NAME
Evers-Meyer	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Johannes	NAME	Cap	B-NAME
Fechner	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Fritz	NAME	Cap	B-NAME
Felgentreu	NAME	Cap	I-NAME

Elke	NAME	Cap	B-NAME
Ferner	NAME	Cap	I-NAME

Gabriele	NAME	Cap	B-NAME
Fograscher	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Edgar	NAME	Cap	B-NAME
Franke	NAME	Cap	I-NAME

Ulrich	NAME	Cap	B-NAME
Freese	NAME	Cap	I-NAME

Dagmar	NAME	Cap	B-NAME
Freitag	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Gerdes	NAME	Cap	I-NAME

Martin	NAME	Cap	B-NAME
Gerster	NAME	Cap	I-NAME

Iris	NAME	Cap	B-NAME
Gleicke	NAME	Cap	I-NAME

Ulrike	NAME	Cap	B-NAME
Gottschalck	NAME	Cap	I-NAME

Kerstin	NAME	Cap	B-NAME
Griese	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Groß	NAME	Cap	I-NAME

Uli	NAME	Cap	B-NAME
Grötsch	NAME	Cap	I-NAME

Bettina	NAME	Cap	B-NAME
Hagedorn	NAME	Cap	I-NAME

Rita	NAME	Cap	B-NAME
Hagl-Kehl	NAME	Cap	I-NAME

Metin	NAME	Cap	B-NAME
Hakverdi	NAME	Cap	I-NAME

Ulrich	NAME	Cap	B-NAME
Hampel	NAME	Cap	I-NAME

Sebastian	NAME	Cap	B-NAME
Hartmann	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Hartmann	NAME	Cap	I-NAME

(	BRACKET	NoCap	B-BBRACKET
Wackernheim	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Dirk	NAME	Cap	B-NAME
Heidenblut	NAME	Cap	I-NAME

Hubertus	NAME	Cap	B-NAME
Heil	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Peine	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Gabriela	NAME	Cap	B-NAME
Heinrich	NAME	Cap	I-NAME

Wolfgang	NAME	Cap	B-NAME
Hellmich	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Barbara	NAME	Cap	B-NAME
Hendricks	NAME	Cap	I-NAME

Heidtrud	NAME	Cap	B-NAME
Henn	NAME	Cap	I-NAME

Gustav	NAME	Cap	B-NAME
Herzog	NAME	Cap	I-NAME

Gabriele	NAME	Cap	B-NAME
Hiller-Ohm	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Hitschler	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Eva	NAME	Cap	B-NAME
Högl	NAME	Cap	I-NAME

Christina	NAME	Cap	B-NAME
Jantz	NAME	Cap	I-NAME

Reinhold	NAME	Cap	B-NAME
Jost	NAME	Cap	I-NAME

Frank	NAME	Cap	B-NAME
Junge	NAME	Cap	I-NAME

Josip	NAME	Cap	B-NAME
Juratovic	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Jurk	NAME	Cap	I-NAME

Oliver	NAME	Cap	B-NAME
Kaczmarek	NAME	Cap	I-NAME

Johannes	NAME	Cap	B-NAME
Kahrs	NAME	Cap	I-NAME

Christina	NAME	Cap	B-NAME
Kampmann	NAME	Cap	I-NAME

Ralf	NAME	Cap	B-NAME
Kapschack	NAME	Cap	I-NAME

Gabriele	NAME	Cap	B-NAME
Katzmarek	NAME	Cap	I-NAME

Ulrich	NAME	Cap	B-NAME
Kelber	NAME	Cap	I-NAME

Marina	NAME	Cap	B-NAME
Kermer	NAME	Cap	I-NAME

Cansel	NAME	Cap	B-NAME
Kiziltepe	NAME	Cap	I-NAME

Arno	NAME	Cap	B-NAME
Klare	NAME	Cap	I-NAME

Daniela	NAME	Cap	B-NAME
Kolbe	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Leipzig	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Birgit	NAME	Cap	B-NAME
Kömpel	NAME	Cap	I-NAME

Anette	NAME	Cap	B-NAME
Kramme	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Hans-Ulrich	NAME	Cap	B-NAME
Krüger	NAME	Cap	I-NAME

Christine	NAME	Cap	B-NAME
Lambrecht	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Karl	NAME	Cap	B-NAME
Lauterbach	NAME	Cap	I-NAME

Steffen-Claudio	NAME	Cap	B-NAME
Lemme	NAME	Cap	I-NAME

Burkhard	NAME	Cap	B-NAME
Lischka	NAME	Cap	I-NAME

Gabriele	NAME	Cap	B-NAME
Lösekrug-Möller	NAME	Cap	I-NAME

Hiltrud	NAME	Cap	B-NAME
Lotze	NAME	Cap	I-NAME

Kirsten	NAME	Cap	B-NAME
Lühmann	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Birgit	NAME	Cap	B-NAME
Malecha-Nissen	NAME	Cap	I-NAME

Caren	NAME	Cap	B-NAME
Marks	NAME	Cap	I-NAME

Katja	NAME	Cap	B-NAME
Mast	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Matthias	NAME	Cap	B-NAME
Miersch	NAME	Cap	I-NAME

Klaus	NAME	Cap	B-NAME
Mindrup	NAME	Cap	I-NAME

Susanne	NAME	Cap	B-NAME
Mittag	NAME	Cap	I-NAME

Bettina	NAME	Cap	B-NAME
Müller	NAME	Cap	I-NAME

Michelle	NAME	Cap	B-NAME
Müntefering	NAME	Cap	I-NAME

Andrea	NAME	Cap	B-NAME
Nahles	NAME	Cap	I-NAME

Dietmar	NAME	Cap	B-NAME
Nietan	NAME	Cap	I-NAME

Ulli	NAME	Cap	B-NAME
Nissen	NAME	Cap	I-NAME

Thomas	NAME	Cap	B-NAME
Oppermann	NAME	Cap	I-NAME

Mahmut	NAME	Cap	B-NAME
Özdemir	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Duisburg	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Markus	NAME	Cap	B-NAME
Paschke	NAME	Cap	I-NAME

Jeannine	NAME	Cap	B-NAME
Pflugradt	NAME	Cap	I-NAME

Detlev	NAME	Cap	B-NAME
Pilger	NAME	Cap	I-NAME

Sabine	NAME	Cap	B-NAME
Poschmann	NAME	Cap	I-NAME

Joachim	NAME	Cap	B-NAME
Poß	NAME	Cap	I-NAME

Florian	NAME	Cap	B-NAME
Post	NAME	Cap	I-NAME

Achim	NAME	Cap	B-NAME
Post	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Minden	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Dr.	TITLE	Cap	B-TITLE
Wilhelm	NAME	Cap	B-NAME
Priesmeier	NAME	Cap	I-NAME

Florian	NAME	Cap	B-NAME
Pronold	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Sascha	NAME	Cap	B-NAME
Raabe	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Simone	NAME	Cap	B-NAME
Raatz	NAME	Cap	I-NAME

Martin	NAME	Cap	B-NAME
Rabanus	NAME	Cap	I-NAME

Mechthild	NAME	Cap	B-NAME
Rawert	NAME	Cap	I-NAME

Stefan	NAME	Cap	B-NAME
Rebmann	NAME	Cap	I-NAME

Gerold	NAME	Cap	B-NAME
Reichenbach	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Carola	NAME	Cap	B-NAME
Reimann	NAME	Cap	I-NAME

Andreas	NAME	Cap	B-NAME
Rimkus	NAME	Cap	I-NAME

Sönke	NAME	Cap	B-NAME
Rix	NAME	Cap	I-NAME

Dennis	NAME	Cap	B-NAME
Rohde	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Martin	NAME	Cap	B-NAME
Rosemann	NAME	Cap	I-NAME

René	NAME	Cap	B-NAME
Röspel	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Ernst	NAME	Cap	B-NAME
Dieter	NAME	Cap	I-NAME
Rossmann	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Roth	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Heringen	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Susann	NAME	Cap	B-NAME
Rüthrich	NAME	Cap	I-NAME

Johann	NAME	Cap	B-NAME
Saathoff	NAME	Cap	I-NAME

Annette	NAME	Cap	B-NAME
Sawade	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Hans-Joachim	NAME	Cap	B-NAME

Schabedoth	NAME	Cap	B-NAME

Axel	NAME	Cap	B-NAME
Schäfer	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Bochum	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Dr.	TITLE	Cap	B-TITLE
Nina	NAME	Cap	B-NAME
Scheer	NAME	Cap	I-NAME

Marianne	NAME	Cap	B-NAME
Schieder	NAME	Cap	I-NAME

(	BRACKET	NoCap	B-BBRACKET
Schwandorf	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Udo	NAME	Cap	B-NAME
Schiefner	NAME	Cap	I-NAME

Ulla	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Aachen	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Matthias	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Berlin	STATE	Cap	B-STATE
)	BRACKET	NoCap	B-EBRACKET

Dagmar	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Wetzlar	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Ursula	NAME	Cap	B-NAME
Schulte	NAME	Cap	I-NAME

Swen	NAME	Cap	B-NAME
Schulz	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Spandau	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Ewald	NAME	Cap	B-NAME
Schurer	NAME	Cap	I-NAME

Frank	NAME	Cap	B-NAME
Schwabe	NAME	Cap	I-NAME

Stefan	NAME	Cap	B-NAME
Schwartze	NAME	Cap	I-NAME

Andreas	NAME	Cap	B-NAME
Schwarz	NAME	Cap	I-NAME

Rita	NAME	Cap	B-NAME
Schwarzelühr-Sutter	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Carsten	NAME	Cap	B-NAME
Sieling	NAME	Cap	I-NAME

Rainer	NAME	Cap	B-NAME
Spiering	NAME	Cap	I-NAME

Norbert	NAME	Cap	B-NAME
Spinrath	NAME	Cap	I-NAME

Svenja	NAME	Cap	B-NAME
Stadler	NAME	Cap	I-NAME

Martina	NAME	Cap	B-NAME
Stamm-Fibich	NAME	Cap	I-NAME

Sonja	NAME	Cap	B-NAME
Steffen	NAME	Cap	I-NAME

Peer	NAME	Cap	B-NAME
Steinbrück	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Frank-Walter	NAME	Cap	B-NAME
Steinmeier	NAME	Cap	I-NAME

Christoph	NAME	Cap	B-NAME
Strässer	NAME	Cap	I-NAME

Kerstin	NAME	Cap	B-NAME
Tack	NAME	Cap	I-NAME

Claudia	NAME	Cap	B-NAME
Tausend	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Thews	NAME	Cap	I-NAME

Wolfgang	NAME	Cap	B-NAME
Tiefensee	NAME	Cap	I-NAME

Carsten	NAME	Cap	B-NAME
Träger	NAME	Cap	I-NAME

Rüdiger	NAME	Cap	B-NAME
Veit	NAME	Cap	I-NAME

Dirk	NAME	Cap	B-NAME
Vöpel	NAME	Cap	I-NAME

Gabi	NAME	Cap	B-NAME
Weber	NAME	Cap	I-NAME

Bernd	NAME	Cap	B-NAME
Westphal	NAME	Cap	I-NAME

Andrea	NAME	Cap	B-NAME
Wicklein	NAME	Cap	I-NAME

Dirk	NAME	Cap	B-NAME
Wiese	NAME	Cap	I-NAME

Gülistan	NAME	Cap	B-NAME
Yüksel	NAME	Cap	I-NAME

Dagmar	NAME	Cap	B-NAME
Ziegler	NAME	Cap	I-NAME

Stefan	NAME	Cap	B-NAME
Zierke	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Jens	NAME	Cap	B-NAME
Zimmermann	NAME	Cap	I-NAME

Manfred	NAME	Cap	B-NAME
Zöllmer	NAME	Cap	I-NAME

BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION

Luise	NAME	Cap	B-NAME
Amtsberg	NAME	Cap	I-NAME

Kerstin	NAME	Cap	B-NAME
Andreae	NAME	Cap	I-NAME

Annalena	NAME	Cap	B-NAME
Baerbock	NAME	Cap	I-NAME

Marieluise	NAME	Cap	B-NAME
Beck	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Bremen	STATE	Cap	B-STATE
)	BRACKET	NoCap	B-EBRACKET

Volker	NAME	Cap	B-NAME
Beck	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Köln	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Agnieszka	NAME	Cap	B-NAME
Brugger	NAME	Cap	I-NAME

Ekin	NAME	Cap	B-NAME
Deligöz	NAME	Cap	I-NAME

Katja	NAME	Cap	B-NAME
Dörner	NAME	Cap	I-NAME

Katharina	NAME	Cap	B-NAME
Dröge	NAME	Cap	I-NAME

Harald	NAME	Cap	B-NAME
Ebner	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Thomas	NAME	Cap	B-NAME
Gambke	NAME	Cap	I-NAME

Matthias	NAME	Cap	B-NAME
Gastel	NAME	Cap	I-NAME

Kai	NAME	Cap	B-NAME
Gehring	NAME	Cap	I-NAME

Katrin	NAME	Cap	B-NAME
Göring-Eckardt	NAME	Cap	I-NAME

Anja	NAME	Cap	B-NAME
Hajduk	NAME	Cap	I-NAME

Britta	NAME	Cap	B-NAME
Haßelmann	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Anton	NAME	Cap	B-NAME
Hofreiter	NAME	Cap	I-NAME

Bärbel	NAME	Cap	B-NAME
Höhn	NAME	Cap	I-NAME

Dieter	NAME	Cap	B-NAME
Janecek	NAME	Cap	I-NAME

Uwe	NAME	Cap	B-NAME
Kekeritz	NAME	Cap	I-NAME

Katja	NAME	Cap	B-NAME
Keul	NAME	Cap	I-NAME

Sven-Christian	NAME	Cap	B-NAME
Kindler	NAME	Cap	I-NAME

Maria	NAME	Cap	B-NAME
Klein-Schmeink	NAME	Cap	I-NAME

Tom	NAME	Cap	B-NAME
Koenigs	NAME	Cap	I-NAME

Sylvia	NAME	Cap	B-NAME
Kotting-Uhl	NAME	Cap	I-NAME

Oliver	NAME	Cap	B-NAME
Krischer	NAME	Cap	I-NAME

Christian	NAME	Cap	B-NAME
Kühn	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Tübingen	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Renate	NAME	Cap	B-NAME
Künast	NAME	Cap	I-NAME

Markus	NAME	Cap	B-NAME
Kurth	NAME	Cap	I-NAME

Monika	NAME	Cap	B-NAME
Lazar	NAME	Cap	I-NAME

Steffi	NAME	Cap	B-NAME
Lemke	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Tobias	NAME	Cap	B-NAME
Lindner	NAME	Cap	I-NAME

Nicole	NAME	Cap	B-NAME
Maisch	NAME	Cap	I-NAME

Peter	NAME	Cap	B-NAME
Meiwald	NAME	Cap	I-NAME

Irene	NAME	Cap	B-NAME
Mihalic	NAME	Cap	I-NAME

Beate	NAME	Cap	B-NAME
Müller-Gemmeke	NAME	Cap	I-NAME

Özcan	NAME	Cap	B-NAME
Mutlu	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Konstantin	NAME	Cap	B-NAME
von	NAME	NoCap	I-NAME
Notz	NAME	Cap	I-NAME

Deutscher	PAR	Cap	B-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Wahlperiode	PAR	Cap	B-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
3	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Sitzung	MEETING	Cap	B-MEETING
.	DOT	NoCap	B-DOT
Berlin	STATE	Cap	B-STATE
,	DOT	NoCap	B-DOT
Donnerstag	WEEKDAY	Cap	B-WEEKDAY
,	DOT	NoCap	B-DOT
den	PAR	NoCap	B-PARAGRAPH
28	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
November	MONTH	Cap	B-MONTH
2013	NUM	NoCap	B-NUMBER
163	NUM	NoCap	I-NUMBER

Vizepräsident	PRE	Cap	B-PRESIDENT
Johannes	NAME	Cap	B-NAME
Singhammer	NAME	Cap	I-NAME

(	BRACKET	NoCap	B-BBRACKET
A	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET
(	BRACKET	NoCap	B-BBRACKET
C	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

(	BRACKET	NoCap	B-BBRACKET
B	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Friedrich	NAME	Cap	B-NAME
Ostendorff	NAME	Cap	I-NAME

Cem	NAME	Cap	B-NAME
Özdemir	NAME	Cap	I-NAME

Lisa	NAME	Cap	B-NAME
Paus	NAME	Cap	I-NAME

Brigitte	NAME	Cap	B-NAME
Pothmer	NAME	Cap	I-NAME

Tabea	NAME	Cap	B-NAME
Rößner	NAME	Cap	I-NAME

Claudia	NAME	Cap	B-NAME
Roth	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
Augsburg	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Corinna	NAME	Cap	B-NAME
Rüffer	NAME	Cap	I-NAME

Manuel	NAME	Cap	B-NAME
Sarrazin	NAME	Cap	I-NAME

Elisabeth	NAME	Cap	B-NAME
Scharfenberg	NAME	Cap	I-NAME

Ulle	NAME	Cap	B-NAME
Schauws	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Gerhard	PAR	Cap	B-PARAGRAPH
Schick	PAR	Cap	I-PARAGRAPH
Dr.	TITLE	Cap	B-TITLE
Frithjof	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME

Hans-Christian	NAME	Cap	B-NAME
Ströbele	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Harald	NAME	Cap	B-NAME
Terpe	NAME	Cap	I-NAME

Markus	NAME	Cap	B-NAME
Tressel	NAME	Cap	I-NAME

Jürgen	NAME	Cap	B-NAME
Trittin	NAME	Cap	I-NAME

Julia	NAME	Cap	B-NAME
Verlinden	NAME	Cap	I-NAME

Doris	NAME	Cap	B-NAME
Wagner	NAME	Cap	I-NAME

Beate	NAME	Cap	B-NAME
Walter-Rosenheimer	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Valerie	NAME	Cap	B-NAME
Wilms	NAME	Cap	I-NAME

Nein	PAR	Cap	B-PARAGRAPH

DIE	PAR	Cap	B-FRACTION
LINKE	FRACT	Cap	I-FRACTION

Jan	NAME	Cap	B-NAME
van	NAME	NoCap	I-NAME
Aken	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Dietmar	NAME	Cap	B-NAME
Bartsch	NAME	Cap	I-NAME

Herbert	NAME	Cap	B-NAME
Behrens	NAME	Cap	I-NAME

Matthias	NAME	Cap	B-NAME
W.	NAME	Cap	I-NAME
Birkwald	NAME	Cap	I-NAME

Heidrun	NAME	Cap	B-NAME
Bluhm	NAME	Cap	I-NAME

Christine	NAME	Cap	B-NAME
Buchholz	NAME	Cap	I-NAME

Eva	NAME	Cap	B-NAME
Bulling-Schröter	NAME	Cap	I-NAME

Roland	NAME	Cap	B-NAME
Claus	NAME	Cap	I-NAME

Sevim	NAME	Cap	B-NAME
Dağdelen	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Diether	NAME	Cap	B-NAME
Dehm	NAME	Cap	I-NAME

Klaus	NAME	Cap	B-NAME
Ernst	NAME	Cap	I-NAME

Wolfgang	NAME	Cap	B-NAME
Gehrcke	NAME	Cap	I-NAME

Nicole	NAME	Cap	B-NAME
Gohlke	NAME	Cap	I-NAME

Diana	NAME	Cap	B-NAME
Golze	NAME	Cap	I-NAME

Annette	NAME	Cap	B-NAME
Groth	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Gregor	NAME	Cap	B-NAME
Gysi	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Andre	PAR	Cap	B-PARAGRAPH
Hahn	PAR	Cap	I-PARAGRAPH
Heike	NAME	Cap	B-NAME
Hänsel	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Rosemarie	NAME	Cap	B-NAME
Hein	NAME	Cap	I-NAME

Inge	NAME	Cap	B-NAME
Höger	NAME	Cap	I-NAME

Andrej	NAME	Cap	B-NAME
Hunko	NAME	Cap	I-NAME

Sigrid	NAME	Cap	B-NAME
Hupach	NAME	Cap	I-NAME

Ulla	NAME	Cap	B-NAME
Jelpke	NAME	Cap	I-NAME

Susanna	NAME	Cap	B-NAME
Karawanskij	NAME	Cap	I-NAME

Kerstin	NAME	Cap	B-NAME
Kassner	NAME	Cap	I-NAME

Katja	NAME	Cap	B-NAME
Kipping	NAME	Cap	I-NAME

Jutta	NAME	Cap	B-NAME
Krellmann	NAME	Cap	I-NAME

Katrin	NAME	Cap	B-NAME
Kunert	NAME	Cap	I-NAME

Caren	NAME	Cap	B-NAME
Lay	NAME	Cap	I-NAME

Sabine	NAME	Cap	B-NAME
Leidig	NAME	Cap	I-NAME

Ralph	NAME	Cap	B-NAME
Lenkert	NAME	Cap	I-NAME

Michael	NAME	Cap	B-NAME
Leutert	NAME	Cap	I-NAME

Stefan	NAME	Cap	B-NAME
Liebich	NAME	Cap	I-NAME

Dr.	TITLE	Cap	B-TITLE
Gesine	NAME	Cap	B-NAME
